year,state,district,party,committee_type,ad_spending
2012,VA,9,dem,3,10
2012,VA,9,rep,1,197941
2012,VA,9,rep,3,4982
2012,VA,10,dem,1,1910
2012,VA,10,dem,3,485
2012,VA,10,rep,1,131214
2012,VA,10,rep,3,2
2012,VA,11,dem,1,6232
2012,VA,11,dem,5,1
2012,VA,11,dem,3,417
2012,VA,11,rep,1,835
2012,VA,11,rep,3,485
2012,VA,11,rep,4,325000
2012,WA,2,dem,1,12519
2012,WA,2,dem,3,310
2012,WA,2,rep,1,202961
2012,WA,4,dem,1,6127
2012,WA,4,rep,1,18991
2012,WA,5,dem,1,125146
2012,WA,5,dem,3,10
2012,WA,5,dem,2,11875
2012,WA,5,rep,1,663518
2012,WA,5,rep,5,50
2012,WA,5,rep,3,123824
2012,WA,6,dem,1,1073573
2012,WA,6,dem,3,380
2012,WA,6,rep,1,1095410
2012,WA,7,dem,1,138275
2012,WA,7,dem,3,1027
2012,WA,7,dem,4,520
2012,WA,7,rep,1,24386
2012,WA,8,dem,1,56913
2012,WA,8,rep,1,57240
2012,WA,8,rep,3,1315
2012,WA,9,dem,1,121989
2012,WA,9,dem,3,310
2012,WA,9,rep,1,967
2012,WI,1,dem,1,611573
2012,WI,1,dem,5,366
2012,WI,1,dem,3,6319
2012,WI,1,dem,4,26896
2012,WI,1,rep,1,2875933
2012,WI,1,rep,3,4
2012,WI,1,rep,4,1924
2012,WI,2,dem,1,2803
2012,WI,2,dem,5,6
2012,WI,2,dem,3,150
2012,WI,2,dem,4,664
2012,WI,2,rep,1,4040
2012,WI,2,rep,5,1754
2012,WI,3,dem,1,585150
2012,WI,3,dem,5,1474
2012,WI,3,dem,3,17594
2012,WI,3,rep,1,18469
2012,WI,4,dem,1,12970
2012,WI,4,dem,3,310
2012,WI,4,dem,4,625
2012,WI,4,rep,1,20259
2012,WI,6,dem,1,1511
2012,WI,6,rep,1,8000
2012,WI,6,rep,3,4
2012,WI,7,dem,1,26365
2012,WI,7,dem,5,20574
2012,WI,7,dem,3,135127
2012,WI,7,dem,2,1665464
2012,WI,7,dem,4,501361
2012,WI,7,rep,1,1268475
2012,WI,7,rep,5,170301
2012,WI,7,rep,3,25565
2012,WI,7,rep,2,1423625
2012,WI,7,rep,4,704637
2012,WI,8,dem,1,112591
2012,WI,8,dem,5,2625
2012,WI,8,dem,3,2306
2012,WI,8,dem,2,87663
2012,WI,8,dem,4,65697
2012,WI,8,rep,1,952626
2012,WI,8,rep,5,64331
2012,WI,8,rep,3,6520
2012,WI,8,rep,2,444841
2012,WI,8,rep,4,139293
2012,WV,1,dem,1,10160
2012,WV,1,dem,3,30
2012,WV,1,dem,2,16186
2012,WV,1,rep,1,855
2012,WV,1,rep,3,925
2012,WV,1,rep,4,33164
2012,WV,2,dem,1,175
2012,WV,2,rep,1,55287
2012,WV,2,rep,3,673
2014,AK,1,dem,1,101654
2014,AK,1,dem,4,20
2014,AK,1,rep,1,222693
2014,AL,6,dem,1,97628
2014,AL,6,rep,1,24898
2014,AL,6,rep,3,6292
2014,AL,6,rep,4,40390
2014,AR,1,dem,1,13277
2014,AR,1,dem,4,965
2014,AR,1,rep,1,61568
2014,AR,2,dem,1,940550
2014,AR,2,dem,2,1752204
2014,AR,2,dem,4,8500
2014,AR,2,rep,1,60798
2014,AR,2,rep,5,1019151
2014,AR,2,rep,3,60818
2014,AR,2,rep,2,74410
2014,AR,2,rep,4,1418910
2014,AR,4,dem,1,28924
2014,AR,4,dem,2,81802
2014,AR,4,rep,1,253187
2014,AR,4,rep,5,28998
2014,AZ,1,dem,1,2119446
2014,AZ,1,dem,5,380636
2014,AZ,1,dem,3,153
2014,AZ,1,dem,2,3089736
2014,AZ,1,dem,4,1978178
2014,AZ,1,rep,1,593582
2014,AZ,1,rep,5,843314
2014,AZ,1,rep,3,104998
2014,AZ,1,rep,2,4224482
2014,AZ,1,rep,4,14000
2014,AZ,2,dem,1,7105
2014,AZ,2,dem,5,150000
2014,AZ,2,dem,3,92660
2014,AZ,2,dem,2,2045983
2014,AZ,2,dem,4,2935668
2014,AZ,2,rep,1,950810
2014,AZ,2,rep,5,233558
2014,AZ,2,rep,3,21206
2014,AZ,2,rep,2,2619687
2014,AZ,2,rep,4,1418228
2014,AZ,4,dem,1,2000
2014,AZ,4,rep,1,50315
2014,AZ,5,dem,1,2989
2014,AZ,5,rep,1,20000
2014,AZ,5,rep,3,18
2014,AZ,5,rep,4,19
2014,AZ,6,dem,1,3029
2014,AZ,6,rep,1,6765
2014,AZ,6,rep,3,18
2014,AZ,6,rep,4,103
2014,CA,1,dem,1,57724
2014,CA,1,dem,3,10
2014,CA,1,dem,2,674
2014,CA,1,rep,1,106724
2014,CA,3,dem,1,4354
2014,CA,3,dem,5,1767
2014,CA,3,dem,3,10
2014,CA,3,dem,4,500
2014,CA,3,rep,1,112518
2014,CA,3,rep,3,272
2014,CA,3,rep,4,3000
2014,CA,6,dem,1,11068
2014,CA,6,dem,3,10
2014,CA,6,rep,1,1150
2014,CA,7,dem,1,1850
2014,CA,7,dem,5,28560
2014,CA,7,dem,3,430154
2014,CA,7,dem,2,4562030
2014,CA,7,dem,4,1380220
2014,CA,7,rep,1,3339704
2014,CA,7,rep,5,300000
2014,CA,7,rep,3,49675
2014,CA,7,rep,2,3118837
2014,CA,7,rep,4,2082215
2014,CA,8,dem,1,401
2014,CA,8,rep,1,18982
2014,CA,8,rep,5,9209
2014,CA,9,dem,1,800
2014,CA,9,dem,5,107
2014,CA,9,dem,3,10
2014,CA,9,rep,1,700
2014,CA,9,rep,4,63704
2014,CA,12,dem,1,3482
2014,CA,12,dem,3,10
2014,CA,12,rep,1,21856
2014,CA,14,dem,1,16218
2014,CA,14,dem,3,10
2014,CA,14,rep,1,2609
2014,CA,15,dem,1,2507
2014,CA,15,rep,1,2602
2014,CA,16,dem,1,276586
2014,CA,16,rep,1,150782
2014,CA,16,rep,2,1000
2014,CA,18,dem,1,47190
2014,CA,18,dem,3,10
2014,CA,18,rep,1,25073
2014,CA,18,rep,4,82674
2014,CA,21,dem,1,732950
2014,CA,21,dem,5,90860
2014,CA,21,dem,3,100606
2014,CA,21,dem,4,17184
2014,CA,21,rep,1,1234403
2014,CA,21,rep,5,300000
2014,CA,21,rep,3,20052
2014,CA,21,rep,2,28154
2014,CA,21,rep,4,29000
2014,CA,23,dem,1,6800
2014,CA,23,dem,3,370
2014,CA,23,rep,1,876959
2014,CA,24,dem,1,70000
2014,CA,24,dem,5,41267
2014,CA,24,dem,3,69074
2014,CA,24,dem,2,170381
2014,CA,24,dem,4,627
2014,CA,24,rep,1,288494
2014,CA,26,dem,1,1867311
2014,CA,26,dem,5,1767
2014,CA,26,dem,3,19984
2014,CA,26,dem,2,1684013
2014,CA,26,dem,4,424119
2014,CA,26,rep,1,22926
2014,CA,26,rep,5,809420
2014,CA,26,rep,4,601872
2014,CA,27,dem,1,400
2014,CA,27,dem,3,10
2014,CA,27,rep,1,88352
2014,CA,31,dem,1,696184
2014,CA,31,dem,5,51162
2014,CA,31,dem,3,346996
2014,CA,31,dem,2,749078
2014,CA,31,dem,4,626156
2014,CA,31,rep,1,155231
2014,CA,31,rep,3,4519
2014,CA,31,rep,4,36836
2014,CA,32,dem,1,70836
2014,CA,32,dem,3,10
2014,CA,32,rep,1,10771
2014,CA,32,rep,4,19
2014,CA,33,dem,1,873247
2014,CA,33,dem,5,186
2014,CA,33,dem,3,9298
2014,CA,33,dem,2,109
2014,CA,33,rep,1,853489
2014,CA,33,rep,4,762892
2014,CA,36,dem,1,1905625
2014,CA,36,dem,5,40545
2014,CA,36,dem,3,325680
2014,CA,36,dem,4,203057
2014,CA,36,rep,1,670089
2014,CA,36,rep,3,1000
2014,CA,36,rep,4,78381
2014,CA,39,dem,1,864
2014,CA,39,dem,4,2247
2014,CA,39,rep,1,101902
2014,CA,41,dem,1,148865
2014,CA,41,dem,5,21
2014,CA,41,dem,3,147
2014,CA,41,rep,1,43489
2014,CA,42,dem,1,7557
2014,CA,42,rep,1,39888
2014,CA,43,dem,1,462293
2014,CA,43,dem,3,10
2014,CA,43,rep,1,8307
2014,CA,46,dem,1,8121
2014,CA,46,dem,3,10
2014,CA,46,rep,1,1263
2014,CA,47,dem,1,13730
2014,CA,47,dem,5,1767
2014,CA,47,dem,3,10
2014,CA,47,rep,1,13672
2014,CA,49,dem,1,1307
2014,CA,49,dem,4,7125
2014,CA,49,rep,1,18753
2014,CA,50,dem,1,2014
2014,CA,50,rep,1,1904
2014,CA,52,dem,1,279413
2014,CA,52,dem,5,119661
2014,CA,52,dem,3,299602
2014,CA,52,dem,2,2487854
2014,CA,52,dem,4,899447
2014,CA,52,rep,1,169069
2014,CA,52,rep,3,67586
2014,CA,52,rep,2,2864045
2014,CA,52,rep,4,512797
2014,CA,53,dem,1,3604
2014,CA,53,dem,5,21
2014,CA,53,dem,3,10
2014,CA,53,rep,1,25668
2014,CA,53,rep,4,3366
2014,CO,1,dem,1,6415
2014,CO,1,dem,5,59
2014,CO,1,dem,3,10
2014,CO,1,rep,1,3714
2014,CO,2,dem,1,294756
2014,CO,2,dem,5,162
2014,CO,2,dem,3,10
2014,CO,2,rep,1,183679
2014,CO,3,dem,1,86988
2014,CO,3,dem,2,8453
2014,CO,3,rep,1,467346
2014,CO,4,dem,1,6977
2014,CO,4,rep,1,2712
2014,CO,4,rep,5,27826
2014,CO,4,rep,3,13
2014,CO,4,rep,4,19
2014,CO,5,dem,1,128
2014,CO,5,dem,2,146
2014,CO,5,rep,1,1477
2014,CO,5,rep,4,38
2014,CO,6,dem,1,3499588
2014,CO,6,dem,5,148531
2014,CO,6,dem,3,69081
2014,CO,6,dem,2,1872787
2014,CO,6,dem,4,1705868
2014,CO,6,rep,1,148288
2014,CO,6,rep,5,450000
2014,CO,6,rep,3,138277
2014,CO,6,rep,2,3890644
2014,CO,6,rep,4,336494
2014,CO,7,dem,1,13156
2014,CO,7,dem,3,10
2014,CO,7,rep,1,174846
2014,CO,7,rep,4,123727
2014,CT,1,dem,1,112628
2014,CT,1,dem,3,10
2014,CT,1,rep,1,19513
2014,CT,3,dem,1,20726
2014,CT,3,dem,3,10
2014,CT,3,rep,1,1010
2014,CT,5,dem,1,250
2014,CT,5,dem,5,30798
2014,CT,5,dem,3,10
2014,CT,5,dem,2,274660
2014,CT,5,dem,4,352911
2014,CT,5,rep,1,724080
2014,DE,1,dem,1,247231
2014,DE,1,rep,1,1475
2014,FL,3,dem,1,4955
2014,FL,3,dem,4,198333
2014,FL,3,rep,1,77038
2014,FL,3,rep,4,4202
2014,FL,6,dem,1,3737
2014,FL,6,rep,1,4596
2014,FL,6,rep,3,18
2014,FL,6,rep,4,19
2014,FL,7,dem,1,2350
2014,FL,7,rep,1,55104
2014,FL,8,dem,1,4263
2014,FL,8,dem,4,204096
2014,FL,8,rep,1,3869
2014,FL,8,rep,4,19
2014,FL,9,dem,1,845664
2014,FL,9,dem,3,407
2014,FL,9,rep,1,2925
2014,FL,9,rep,3,1200
2014,FL,11,dem,1,9376
2014,FL,11,rep,1,120752
2014,FL,15,dem,1,131
2014,FL,15,rep,1,401989
2014,FL,16,dem,1,15878
2014,FL,16,rep,1,17608
2014,FL,16,rep,5,107
2014,FL,17,dem,1,551
2014,FL,17,rep,1,2640
2014,FL,18,dem,1,247162
2014,FL,18,dem,5,166967
2014,FL,18,dem,3,10
2014,FL,18,dem,4,385802
2014,FL,18,rep,1,884752
2014,FL,18,rep,5,2500
2014,FL,19,dem,1,10167
2014,FL,19,dem,4,864361
2014,FL,19,rep,1,281569
2014,FL,19,rep,5,106137
2014,FL,19,rep,3,1003
2014,FL,19,rep,4,13895
2014,FL,22,dem,1,10000
2014,FL,22,dem,3,10
2014,FL,22,rep,1,5424
2014,GA,1,dem,1,13517
2014,GA,1,dem,4,397795
2014,GA,1,rep,1,952628
2014,GA,1,rep,4,78146
2014,GA,2,dem,1,72166
2014,GA,2,rep,1,1500
2014,GA,6,dem,1,12540
2014,GA,6,rep,1,15700
2014,GA,6,rep,3,18
2014,GA,9,dem,1,13749
2014,GA,9,rep,1,7643
2014,GA,9,rep,3,18
2014,GA,12,dem,1,15347
2014,GA,12,dem,5,349558
2014,GA,12,dem,3,91882
2014,GA,12,dem,2,2300898
2014,GA,12,dem,4,315199
2014,GA,12,rep,1,28443
2014,GA,12,rep,5,1052783
2014,GA,12,rep,3,1973
2014,GA,12,rep,2,2809970
2014,GA,12,rep,4,6412
2014,HI,1,dem,1,1163775
2014,HI,1,dem,5,360000
2014,HI,1,dem,3,10
2014,HI,1,dem,4,149834
2014,HI,1,rep,1,857242
2014,IA,1,dem,1,726014
2014,IA,1,dem,3,37748
2014,IA,1,dem,2,1339273
2014,IA,1,dem,4,500
2014,IA,1,rep,1,505514
2014,IA,1,rep,5,45132
2014,IA,1,rep,3,12684
2014,IA,1,rep,2,389208
2014,IA,1,rep,4,11228
2014,IA,2,dem,1,193558
2014,IA,2,dem,3,85
2014,IA,2,dem,2,368078
2014,IA,2,dem,4,140454
2014,IA,2,rep,1,646070
2014,IA,2,rep,3,1295
2014,IA,2,rep,2,948183
2014,IA,2,rep,4,16000
2014,IA,3,dem,1,1159570
2014,IA,3,dem,5,20884
2014,IA,3,dem,3,102
2014,IA,3,dem,2,2497845
2014,IA,3,dem,4,1457045
2014,IA,3,rep,1,734041
2014,IA,3,rep,5,568753
2014,IA,3,rep,3,117362
2014,IA,3,rep,2,3172205
2014,IA,3,rep,4,29481
2014,IA,4,dem,1,1230310
2014,IA,4,dem,3,61146
2014,IA,4,dem,2,89
2014,IA,4,rep,1,35513
2014,IA,4,rep,3,1583
2014,IA,4,rep,4,25797
2014,ID,1,dem,1,4673
2014,ID,1,rep,1,2071
2014,ID,1,rep,3,1021
2014,ID,1,rep,4,19
2014,ID,2,dem,1,34676
2014,ID,2,dem,3,1800
2014,ID,2,dem,4,521951
2014,ID,2,rep,1,729640
2014,ID,2,rep,5,743470
2014,ID,2,rep,3,465287
2014,ID,2,rep,4,754177
2014,IL,2,dem,1,5416
2014,IL,2,dem,5,64125
2014,IL,2,dem,3,14394
2014,IL,2,dem,4,833612
2014,IL,2,rep,1,4488
2014,IL,3,dem,1,16956
2014,IL,3,dem,3,118
2014,IL,3,dem,4,1805
2014,IL,3,rep,1,10956
2014,IL,3,rep,3,20
2014,IL,5,dem,1,2200
2014,IL,5,dem,3,10
2014,IL,5,rep,1,79537
2014,IL,5,rep,5,250
2014,IL,5,rep,3,20
2014,IL,8,dem,1,1059727
2014,IL,8,dem,5,7697
2014,IL,8,dem,3,128
2014,IL,8,rep,1,106982
2014,IL,8,rep,3,20
2014,IL,11,dem,1,453192
2014,IL,11,dem,5,4982
2014,IL,11,dem,3,128
2014,IL,11,rep,1,3311
2014,IL,11,rep,3,20
2014,IL,12,dem,1,1873
2014,IL,12,dem,3,118
2014,IL,12,dem,2,3660585
2014,IL,12,dem,4,547641
2014,IL,12,rep,1,11689
2014,IL,12,rep,5,130000
2014,IL,12,rep,3,20
2014,IL,12,rep,2,3675344
2014,IL,12,rep,4,744081
2014,IL,13,dem,1,938492
2014,IL,13,dem,3,34
2014,IL,13,dem,2,764569
2014,IL,13,dem,4,162115
2014,IL,13,rep,1,1968261
2014,IL,13,rep,5,108749
2014,IL,13,rep,3,229391
2014,IL,13,rep,2,3214
2014,IL,13,rep,4,134934
2014,IL,14,dem,1,5305
2014,IL,14,rep,1,500
2014,IL,14,rep,3,138
2014,IL,15,dem,1,838
2014,IL,15,rep,1,47812
2014,IL,15,rep,3,138
2014,IL,16,dem,1,2928
2014,IL,16,dem,4,965
2014,IL,16,rep,1,19547
2014,IL,16,rep,5,20000
2014,IL,16,rep,3,148
2014,IL,17,dem,1,5263
2014,IL,17,dem,5,101
2014,IL,17,dem,3,212701
2014,IL,17,dem,2,1123484
2014,IL,17,dem,4,95536
2014,IL,17,rep,1,374879
2014,IL,17,rep,3,20
2014,IL,17,rep,4,225914
2014,IL,18,dem,1,10092
2014,IL,18,dem,4,1122
2014,IL,18,rep,1,5268
2014,IL,18,rep,3,138
2014,IN,1,dem,1,1150
2014,IN,1,rep,1,6069
2014,IN,2,dem,1,360175
2014,IN,2,rep,1,773684
2014,IN,2,rep,5,141
2014,IN,4,dem,1,6520
2014,IN,4,rep,1,40362
2014,IN,4,rep,3,18
2014,IN,6,dem,1,5925
2014,IN,6,rep,1,11809
2014,IN,7,dem,1,13432
2014,IN,7,rep,1,464
2014,IN,8,dem,1,17106
2014,IN,8,dem,2,16650
2014,IN,8,dem,4,965
2014,IN,8,rep,1,240710
2014,IN,9,dem,1,32047
2014,IN,9,dem,2,17
2014,IN,9,rep,1,550
2014,IN,9,rep,3,1200
2014,KS,1,dem,1,10453
2014,KS,1,dem,3,10
2014,KS,1,dem,4,233945
2014,KS,1,rep,1,402445
2014,KS,1,rep,3,19
2014,KS,1,rep,4,19
2014,KS,2,dem,1,312646
2014,KS,2,rep,1,1915472
2014,KS,2,rep,3,29034
2014,KS,2,rep,4,131980
2014,KS,3,dem,1,171883
2014,KS,3,dem,3,10
2014,KS,3,rep,1,667266
2014,KS,3,rep,3,1
2014,KS,4,dem,1,1160
2014,KS,4,dem,5,7500
2014,KS,4,dem,4,355945
2014,KS,4,rep,1,1118010
2014,KS,4,rep,5,174585
2014,KS,4,rep,3,4602
2014,KS,4,rep,4,114
2014,KY,2,dem,1,75698
2014,KY,2,dem,4,2759
2014,KY,2,rep,1,177609
2014,KY,6,dem,1,37234
2014,KY,6,dem,2,18519
2014,KY,6,dem,4,18645
2014,KY,6,rep,1,23609
2014,KY,6,rep,5,175000
2014,KY,6,rep,3,75000
2014,KY,6,rep,4,320
2014,MA,3,dem,1,3318
2014,MA,3,dem,5,57
2014,MA,3,dem,3,329
2014,MA,3,rep,1,2102
2014,MA,9,dem,1,554783
2014,MA,9,dem,5,57
2014,MA,9,rep,1,4698
2014,MA,9,rep,4,48390
2014,MD,1,dem,1,224658
2014,MD,1,dem,3,10
2014,MD,1,rep,1,19581
2014,MD,3,dem,1,41257
2014,MD,3,dem,3,10
2014,MD,3,rep,1,1019
2014,MD,4,dem,1,600
2014,MD,4,dem,3,10
2014,MD,4,rep,1,5742
2014,MD,5,dem,1,34017
2014,MD,5,dem,3,10
2014,MD,5,rep,1,12165
2014,MD,6,dem,1,34452
2014,MD,6,dem,3,10
2014,MD,6,rep,1,254016
2014,MD,6,rep,4,832
2014,ME,1,dem,1,1100
2014,ME,1,dem,5,57
2014,ME,1,dem,3,260
2014,ME,1,rep,1,350
2014,ME,2,dem,1,2607
2014,ME,2,dem,5,114550
2014,ME,2,dem,3,260
2014,ME,2,dem,2,10777
2014,ME,2,dem,4,1408322
2014,ME,2,rep,1,1173657
2014,ME,2,rep,5,890
2014,ME,2,rep,3,42823
2014,ME,2,rep,2,1175601
2014,ME,2,rep,4,84284
2014,MI,1,dem,1,495984
2014,MI,1,dem,3,32109
2014,MI,1,dem,2,584428
2014,MI,1,rep,1,1054196
2014,MI,1,rep,5,203845
2014,MI,1,rep,3,397246
2014,MI,1,rep,2,280317
2014,MI,2,dem,1,4502
2014,MI,2,rep,1,177311
2014,MI,2,rep,3,238
2014,MI,3,dem,1,157536
2014,MI,3,dem,2,250
2014,MI,3,rep,1,302410
2014,MI,3,rep,3,12800
2014,MI,3,rep,4,102371
2014,MI,4,dem,1,11006
2014,MI,4,rep,1,762969
2014,MI,4,rep,5,204673
2014,MI,4,rep,3,27336
2014,MI,4,rep,2,9296
2014,MI,4,rep,4,370184
2014,MI,7,dem,1,807736
2014,MI,7,dem,3,10
2014,MI,7,rep,1,920056
2014,MI,7,rep,3,4776
2014,MI,7,rep,2,3699
2014,MI,7,rep,4,7712
2014,MI,9,dem,1,400
2014,MI,9,rep,1,9553
2014,MN,5,dem,1,10427
2014,MN,5,dem,5,169
2014,MN,5,dem,3,10
2014,MN,5,rep,1,3769
2014,MO,2,dem,1,11568
2014,MO,2,rep,1,14365
2014,MO,2,rep,3,221
2014,MO,5,dem,1,57602
2014,MO,5,dem,3,20
2014,MO,5,rep,1,74010
2014,MO,5,rep,3,224
2014,MO,6,dem,1,37532
2014,MO,6,rep,1,11753
2014,MO,6,rep,3,322
2014,MO,7,dem,1,32058
2014,MO,7,rep,1,33059
2014,MO,7,rep,3,221
2014,MO,8,dem,1,69979
2014,MO,8,rep,1,444914
2014,MO,8,rep,3,4907
2014,MO,8,rep,4,16528
2014,MT,1,dem,1,1798
2014,MT,1,rep,1,366121
2014,MT,1,rep,4,175278
2014,NC,1,dem,1,850
2014,NC,1,dem,3,10
2014,NC,1,rep,1,8301
2014,NC,1,rep,3,632
2014,NC,2,dem,1,522532
2014,NC,2,dem,3,133
2014,NC,2,dem,4,965
2014,NC,2,rep,1,215177
2014,NC,2,rep,5,2643
2014,NC,2,rep,3,2792
2014,NC,2,rep,4,200
2014,NC,3,dem,1,11232
2014,NC,3,dem,5,151075
2014,NC,3,dem,4,381347
2014,NC,3,rep,1,157680
2014,NC,3,rep,4,99999
2014,NC,5,dem,1,4355
2014,NC,5,rep,1,147097
2014,NC,5,rep,3,632
2014,NC,6,dem,1,402093
2014,NC,6,dem,5,1400
2014,NC,6,dem,3,5
2014,NC,6,dem,4,97229
2014,NC,6,rep,1,295884
2014,NC,6,rep,3,2543
2014,NC,6,rep,4,1570
2014,NC,7,dem,1,26100
2014,NC,7,dem,2,7122
2014,NC,7,rep,1,737807
2014,NC,7,rep,5,29640
2014,NC,7,rep,3,632
2014,NC,8,dem,1,870
2014,NC,8,dem,3,1
2014,NC,8,rep,1,33182
2014,NC,10,dem,1,6892
2014,NC,10,rep,1,19560
2014,NC,10,rep,3,632
2014,NC,11,dem,1,1426
2014,NC,11,rep,1,28855
2014,NC,11,rep,3,18
2014,NC,11,rep,4,18391
2014,NC,13,dem,1,52204
2014,NC,13,rep,1,282905
2014,NC,13,rep,3,18
2014,NE,1,dem,1,20596
2014,NE,1,rep,1,27786
2014,NE,3,dem,1,17699
2014,NE,3,rep,1,251805
2014,NE,3,rep,3,209
2014,NH,2,dem,1,200
2014,NH,2,dem,5,182
2014,NH,2,dem,3,10
2014,NH,2,dem,2,3431719
2014,NH,2,dem,4,1356266
2014,NH,2,rep,1,103779
2014,NH,2,rep,5,321054
2014,NH,2,rep,3,87417
2014,NH,2,rep,2,5600
2014,NH,2,rep,4,2120389
2014,NJ,2,dem,1,384288
2014,NJ,2,dem,5,4982
2014,NJ,2,dem,4,6118
2014,NJ,2,rep,1,66150
2014,NJ,2,rep,5,16766
2014,NJ,2,rep,4,150682
2014,NJ,3,dem,1,1186098
2014,NJ,3,dem,5,136663
2014,NJ,3,dem,3,10
2014,NJ,3,dem,2,1469308
2014,NJ,3,dem,4,165706
2014,NJ,3,rep,1,48000
2014,NJ,3,rep,5,545746
2014,NJ,3,rep,3,23740
2014,NJ,3,rep,2,3152
2014,NJ,3,rep,4,350
2014,NJ,4,dem,1,3570
2014,NJ,4,rep,1,62146
2014,NJ,4,rep,5,308
2014,NJ,4,rep,3,691
2014,NJ,4,rep,4,350
2014,NJ,5,dem,1,543607
2014,NJ,5,dem,5,4982
2014,NJ,5,dem,3,10
2014,NJ,5,dem,4,20
2014,NJ,5,rep,1,38766
2014,NJ,5,rep,3,709
2014,NJ,5,rep,4,350
2014,NJ,6,dem,1,610
2014,NJ,6,dem,5,454
2014,NJ,6,dem,3,10
2014,NJ,6,rep,1,6072
2014,NJ,6,rep,3,691
2014,NJ,6,rep,4,26996
2014,NJ,11,dem,1,55942
2014,NJ,11,rep,1,5375
2014,NM,1,dem,1,7521
2014,NM,1,dem,5,143
2014,NM,1,dem,3,10
2014,NM,1,rep,1,74743
2014,NM,2,dem,1,885429
2014,NM,2,dem,3,10
2014,NM,2,rep,1,1523173
2014,NV,1,dem,1,113354
2014,NV,1,dem,3,10
2014,NV,1,rep,1,31537
2014,NV,4,dem,1,885040
2014,NV,4,dem,5,4982
2014,NV,4,dem,3,12049
2014,NV,4,dem,2,346522
2014,NV,4,dem,4,233643
2014,NV,4,rep,1,17073
2014,NV,4,rep,5,1072587
2014,NY,1,dem,1,4223
2014,NY,1,dem,5,195189
2014,NY,1,dem,3,190
2014,NY,1,dem,2,1776827
2014,NY,1,dem,4,2654649
2014,NY,1,rep,1,817309
2014,NY,1,rep,5,946132
2014,NY,1,rep,3,12830
2014,NY,1,rep,2,2133897
2014,NY,1,rep,4,81912
2014,NY,2,dem,1,4148
2014,NY,2,dem,5,416
2014,NY,2,dem,3,800
2014,NY,2,rep,1,1835
2014,NY,2,rep,3,13
2014,NY,3,dem,1,68182
2014,NY,3,dem,5,416
2014,NY,3,dem,3,10
2014,NY,3,dem,4,25021
2014,NY,3,rep,1,45234
2014,NY,4,dem,1,1690526
2014,NY,4,dem,5,2
2014,NY,4,dem,3,216
2014,NY,4,dem,4,25000
2014,NY,4,rep,1,843049
2014,NY,4,rep,4,56130
2014,NY,11,dem,1,1494022
2014,NY,11,dem,5,2969
2014,NY,11,dem,3,5679
2014,NY,11,dem,2,1570045
2014,NY,11,dem,4,2018339
2014,NY,11,rep,1,819227
2014,NY,11,rep,5,143
2014,NY,11,rep,3,16
2014,NY,11,rep,2,352
2014,NY,11,rep,4,124890
2014,NY,18,dem,1,2026279
2014,NY,18,dem,3,1050
2014,NY,18,dem,2,740682
2014,NY,18,dem,4,1442723
2014,NY,18,rep,1,63801
2014,NY,18,rep,5,1712
2014,NY,18,rep,3,51200
2014,NY,18,rep,2,25587
2014,NY,18,rep,4,147887
2014,NY,19,dem,1,940392
2014,NY,19,dem,5,416
2014,NY,19,dem,3,271
2014,NY,19,dem,2,4568
2014,NY,19,rep,1,161946
2014,NY,19,rep,5,459250
2014,NY,19,rep,3,28449
2014,NY,19,rep,2,1083578
2014,NY,19,rep,4,194756
2014,NY,20,dem,1,7965
2014,NY,20,dem,5,416
2014,NY,20,dem,3,10
2014,NY,20,rep,1,48887
2014,NY,20,rep,3,23
2014,NY,23,dem,1,1373697
2014,NY,23,dem,3,10
2014,NY,23,dem,4,78487
2014,NY,23,rep,1,431256
2014,NY,23,rep,3,23661
2014,NY,23,rep,2,3565
2014,NY,23,rep,4,25000
2014,NY,24,dem,1,875
2014,NY,24,dem,5,416
2014,NY,24,dem,3,110599
2014,NY,24,dem,2,1376241
2014,NY,24,dem,4,510302
2014,NY,24,rep,1,258702
2014,NY,24,rep,3,29
2014,NY,24,rep,2,1740653
2014,NY,24,rep,4,749775
2014,NY,25,dem,1,166604
2014,NY,25,dem,5,416
2014,NY,25,dem,3,20
2014,NY,25,rep,1,148495
2014,NY,26,dem,1,1913
2014,NY,26,dem,3,10
2014,NY,26,rep,1,50980
2014,NY,27,dem,1,8372
2014,NY,27,dem,2,10060
2014,NY,27,rep,1,4877
2014,NY,27,rep,3,27
2014,OH,1,dem,1,47273
2014,OH,1,rep,1,1866
2014,OH,1,rep,3,18
2014,OH,2,dem,1,23510
2014,OH,2,rep,1,178441
2014,OH,6,dem,1,30298
2014,OH,6,dem,2,39310
2014,OH,6,rep,1,191182
2014,OH,6,rep,5,680
2014,OH,6,rep,3,39
2014,OH,14,dem,1,4961
2014,OH,14,dem,5,4982
2014,OH,14,dem,4,28223
2014,OH,14,rep,1,65876
2014,OH,14,rep,3,170499
2014,OH,14,rep,4,128550
2014,OH,15,dem,1,26605
2014,OH,15,rep,1,409461
2014,OH,16,dem,1,2271
2014,OH,16,dem,2,25508
2014,OH,16,rep,1,242363
2014,OH,16,rep,3,39
2014,OK,5,dem,1,20724
2014,OK,5,rep,1,11250
2014,OK,5,rep,3,1
2014,OK,5,rep,4,148300
2014,OR,1,dem,1,89707
2014,OR,1,dem,3,10
2014,OR,1,rep,1,3994
2014,OR,1,rep,3,903
